model,bleu,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
fine-tuned,0.15338762104585404,0.535941870345354,0.25761892782887075,0.39636218022912606,0.5280979891566617,0.8872806769383105,0.8657111948049521,0.8762520830842513
base,0.10050687576563659,0.3809835879852188,0.18681063252797073,0.29868737398084955,0.3712145662248809,0.8342746224584459,0.8376694857319699,0.835676112506963
