model,bleu,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
fine-tuned,0.1655954800821857,0.5438936681082619,0.26730129007587733,0.40315477193924965,0.5343450331659988,0.8953884432190343,0.8810343412976516,0.8880905010198292
base,0.08483578329401652,0.35074803768018226,0.14457748466715362,0.2695574636430126,0.3398887414627786,0.8291406684800198,0.8398464469533218,0.8341126975260282
