model,bleu,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
fine-tuned,0.1624810722878385,0.5207594285862347,0.2508305646945978,0.38569642066461096,0.5088139602940576,0.8775253348712679,0.8693160814575002,0.8732807432548909
base,0.06539732119149122,0.2795143041214243,0.09851824315596149,0.2129855148344697,0.26602378611339983,0.7923917061165918,0.8107039083408404,0.8010203378109992
