model,bleu,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
fine-tuned,0.17455739139673615,0.5343336283725106,0.26194919335480393,0.40021760701448306,0.5226220738125076,0.8941098705718392,0.8795817441061924,0.8867227570006722
base,0.05729915155789949,0.3555476780876108,0.10983429244667317,0.2519824381932996,0.34546401555351214,0.8325086430499428,0.8275674314875352,0.8299238628462742
