model,bleu,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
fine-tuned,0.17422469728202172,0.5338105797850474,0.2613232519242604,0.4004027246347659,0.5222591924774916,0.8944455918512846,0.8799064124885358,0.8870514499513726
base,0.05729915155789949,0.3552068561460614,0.10997061414117232,0.2521474766809296,0.345634276825201,0.8325086443047774,0.8275674299189919,0.8299238634736914
