model,bleu,rouge1,rouge2,rougeL,rougeLsum,bertscore_precision,bertscore_recall,bertscore_f1
fine-tuned,0.1226211019904596,0.441012323310429,0.19359648612996871,0.33789735695363965,0.4320761970920314,0.8705149859189987,0.8498768121004104,0.860030135512352
base,0.06199705298643753,0.27780511407306263,0.10109765146155224,0.20401296625621973,0.26844435643745235,0.7952194392681122,0.8162409454584122,0.8051523059606552
